id,word,part_of_speech,korean_meaning,korean_pronunciation,example_sentence,example_translation,category,difficulty,tags,starred
7678,privately,adverb,개인적으로; 비공개로,프라이빗리,The results were shared privately before publication.,그 결과는 발표 전에 비공개로 공유되었다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7679,pearl,noun,진주,펄,The diver found a rare pearl inside the oyster.,그 잠수부는 굴 안에서 희귀한 진주를 발견했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7680,saturated,adjective,포화된; (색이) 진한,새처레이티드,The market for such devices is already saturated.,그런 기기의 시장은 이미 포화 상태다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7681,suppression,noun,억제; 진압,서프레션,Noise suppression greatly improved the audio quality.,잡음 억제가 오디오 품질을 크게 향상시켰다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7682,weighing,verb,무게를 재다; 저울질하다,웨잉,She is weighing the risks before approving the release.,그녀는 배포를 승인하기 전에 위험을 저울질하고 있다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7683,favored,verb,선호했다; 유리하게 했다,페이버드,The committee favored the simpler model over the complex one.,위원회는 복잡한 모델보다 더 단순한 모델을 선호했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7684,wondering,verb,궁금해하다,원더링,I was wondering whether the results would generalize.,나는 그 결과가 일반화될지 궁금했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7685,histories,noun,역사; 이력,히스토리즈,The system stores browsing histories for later analysis.,그 시스템은 나중의 분석을 위해 열람 이력을 저장한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7686,negroes,noun,"(옛말, 모욕적) 흑인",니그로즈,Nineteenth-century census records still listed negroes separately.,19세기 인구 조사 기록은 여전히 흑인을 따로 분류했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7687,excellence,noun,우수함; 탁월함,엑설런스,The lab was recognized for excellence in machine learning research.,그 연구실은 기계 학습 연구의 우수함으로 인정받았다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7688,instituted,verb,도입했다; 시행했다,인스티튜티드,The university instituted new guidelines for data sharing.,그 대학은 데이터 공유에 대한 새 지침을 도입했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7689,provisional,adjective,임시의; 잠정적인,프러비저널,These are only provisional results pending further review.,이것들은 추가 검토를 앞둔 잠정적인 결과일 뿐이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7690,psychiatry,noun,정신의학,사이카이어트리,She switched her research focus toward computational psychiatry.,그녀는 연구 초점을 계산 정신의학 쪽으로 바꿨다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7691,estimating,verb,추정하다; 추산하다,에스티메이팅,The method is good at estimating the model's uncertainty.,그 방법은 모델의 불확실성을 추정하는 데 뛰어나다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7692,aristotle,noun,아리스토텔레스,애리스토틀,The lecture traced formal logic back to Aristotle.,그 강의는 형식 논리학의 기원을 아리스토텔레스까지 거슬러 올라갔다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7693,faults,noun,결함; 잘못; (지질) 단층,폴츠,The review found several faults in the codebase.,그 검토는 코드베이스에서 여러 결함을 발견했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7694,campaigns,noun,캠페인; 운동,캠페인즈,The company launched several marketing campaigns this year.,그 회사는 올해 여러 마케팅 캠페인을 시작했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7695,transported,verb,운송했다; 수송했다,트랜스포티드,The samples were transported to the lab in cold storage.,표본들은 냉장 보관 상태로 연구실로 운송되었다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7696,nato,noun,나토(북대서양조약기구),네이토,The report analyzed NATO's response to the crisis.,그 보고서는 위기에 대한 나토의 대응을 분석했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7697,boots,noun,부츠; 장화,부츠,She wore heavy boots for the fieldwork in the mud.,그녀는 진흙 속 현장 작업을 위해 두꺼운 장화를 신었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7698,consultants,noun,컨설턴트; 자문위원,컨설턴츠,The firm hired external consultants to audit the pipeline.,그 회사는 파이프라인을 감사하기 위해 외부 컨설턴트를 고용했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7699,lungs,noun,폐; 허파,렁즈,The scan revealed abnormal tissue in both lungs.,그 스캔은 양쪽 폐에서 비정상적인 조직을 발견했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7700,capacities,noun,용량; 능력,커패시티즈,The servers run at their maximum capacities during training.,그 서버들은 학습 중에 최대 용량으로 가동된다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7701,unified,verb,통합했다; 통일된,유니파이드,The team unified the two codebases into a single framework.,팀은 두 코드베이스를 하나의 프레임워크로 통합했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7702,unchanged,adjective,변하지 않은; 그대로인,언체인지드,Accuracy remained unchanged after the minor update.,정확도는 사소한 업데이트 후에도 변하지 않은 채로 남았다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7703,baptist,noun,침례교도; 침례교의,뱁티스트,His grandfather was a devout Baptist minister.,그의 할아버지는 독실한 침례교 목사였다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7704,competitors,noun,경쟁자; 경쟁사,컴페티터즈,The startup outperformed larger competitors on the benchmark.,그 스타트업은 벤치마크에서 더 큰 경쟁사들을 능가했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7705,communists,noun,공산주의자,카뮤니스츠,The historian studied how communists organized in the region.,그 역사가는 공산주의자들이 그 지역에서 어떻게 조직했는지 연구했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7706,financed,verb,자금을 댔다; 자금을 조달했다,파이낸스트,The project was financed by a national research grant.,그 프로젝트는 국가 연구 보조금으로 자금이 조달되었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7707,tracking,noun,추적; 트래킹,트래킹,Object tracking remains challenging in crowded scenes.,객체 추적은 붐비는 장면에서 여전히 어렵다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7708,invariably,adverb,변함없이; 예외 없이,인베리어블리,The baseline invariably underperforms on rare classes.,그 기준 모델은 희귀 클래스에서 예외 없이 성능이 떨어진다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7709,straw,noun,짚; 빨대,스트로,The roof of the old hut was made of straw.,그 낡은 오두막의 지붕은 짚으로 만들어졌다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7710,leo,noun,레오(이름); 사자자리,리오,Leo joined the research group as a visiting scholar.,레오는 방문 학자로 그 연구 그룹에 합류했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7711,prayers,noun,기도,프레이어즈,The community gathered for prayers at dawn.,공동체는 새벽에 기도를 위해 모였다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7712,extracts,noun,추출물; 발췌,엑스트랙츠,The chemist tested several plant extracts for activity.,그 화학자는 여러 식물 추출물의 활성을 시험했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7713,symmetry,noun,대칭,시메트리,The loss function exploits the symmetry of the problem.,그 손실 함수는 문제의 대칭성을 활용한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7714,coordinates,noun,좌표; 좌표계,코오디넛츠,The algorithm converts pixel positions into world coordinates.,그 알고리즘은 픽셀 위치를 세계 좌표로 변환한다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7715,beneficiaries,noun,수혜자; 수익자,베너피시에리즈,The program's main beneficiaries were rural students.,그 프로그램의 주요 수혜자는 시골 학생들이었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7716,nursery,noun,어린이집; 묘목장,널서리,The plants were grown in a nursery before transplanting.,그 식물들은 옮겨 심기 전에 묘목장에서 길러졌다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7717,loves,verb,사랑하다; 아주 좋아하다,러브즈,She loves working on hard research problems.,그녀는 어려운 연구 문제를 다루는 것을 아주 좋아한다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7718,borrowing,verb,빌리다; 차용하다,바로잉,The method works by borrowing ideas from statistical physics.,그 방법은 통계 물리학에서 아이디어를 차용하여 작동한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7719,believing,verb,믿다,빌리빙,He kept believing the approach would eventually scale.,그는 그 접근법이 결국 확장될 것이라고 계속 믿었다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7720,invalid,adjective,무효한; 유효하지 않은,인밸리드,The parser rejects any invalid input format.,그 파서는 유효하지 않은 입력 형식을 모두 거부한다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7721,equals,verb,~와 같다; 동일하다,이퀄즈,"In this notation, the output equals the weighted sum.",이 표기법에서 출력은 가중합과 같다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7722,intrinsic,adjective,본질적인; 고유한,인트린식,Curiosity can serve as an intrinsic reward in learning.,호기심은 학습에서 본질적인 보상 역할을 할 수 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7723,sage,noun,현자; (허브) 세이지,세이지,The old sage was known for his practical wisdom.,그 늙은 현자는 실용적인 지혜로 유명했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7724,obstacles,noun,장애물,옵스터클즈,The robot learned to navigate around obstacles.,그 로봇은 장애물을 피해 이동하는 법을 배웠다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7725,receptors,noun,수용체,리셉터즈,The drug binds to specific receptors in the brain.,그 약물은 뇌의 특정 수용체에 결합한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7726,hindu,adjective,힌두교의; 힌두교도,힌두,The festival is central to many Hindu communities.,그 축제는 많은 힌두교 공동체에 중심적이다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7727,cottage,noun,오두막; 작은 별장,카티지,They spent the weekend at a quiet cottage by the lake.,그들은 호숫가의 조용한 오두막에서 주말을 보냈다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7728,credited,verb,공을 인정받다; 입금하다,크레디티드,The discovery is credited to her early experiments.,그 발견은 그녀의 초기 실험 덕분으로 여겨진다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7729,notions,noun,개념; 관념; 생각,노션즈,The paper challenges common notions about generalization.,그 논문은 일반화에 대한 통념에 이의를 제기한다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7730,faint,adjective,희미한; 기절하다,페인트,A faint signal was still detectable in the noise.,잡음 속에서 희미한 신호가 여전히 감지되었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7731,triangle,noun,삼각형,트라이앵글,Plot the three points and connect them to form a triangle.,세 점을 찍고 연결하여 삼각형을 만드세요.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7732,analogous,adjective,유사한; 비슷한,어낼러거스,This gating mechanism is analogous to attention in transformer models.,이 게이팅 메커니즘은 트랜스포머 모델의 어텐션과 유사하다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7733,dispersion,noun,분산; 산포,디스퍼전,The scatter plot shows high dispersion in the measurement data.,산점도는 측정 데이터의 높은 산포를 보여 준다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7734,recipients,noun,수신자; 수령인,리시피언츠,Please verify the list of recipients before sending the email.,이메일을 보내기 전에 수신자 목록을 확인해 주세요.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7735,adjoining,adjective,인접한; 붙어 있는,어조이닝,The workshop will be held in the adjoining conference room.,워크숍은 인접한 회의실에서 열릴 예정이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7736,posted,verb,게시하다; 발송하다,포스티드,The updated schedule was posted on the internal wiki yesterday.,업데이트된 일정이 어제 내부 위키에 게시되었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7737,finishing,verb,끝내다; 마무리하다,피니싱,We are finishing the final round of code review today.,우리는 오늘 코드 리뷰의 마지막 라운드를 마무리하고 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7738,fragment,noun,조각; 단편,프래그먼트,The parser failed on an incomplete code fragment.,파서가 불완전한 코드 조각에서 실패했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7739,brooks,noun,개울; 시내,브룩스,Several small brooks run through the research station's property.,여러 개의 작은 개울이 연구소 부지를 가로질러 흐른다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7740,reservations,noun,예약; 의구심,레저베이션스,I have some reservations about deploying this model without further testing.,추가 테스트 없이 이 모델을 배포하는 것에 대해 다소 의구심이 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7741,infectious,adjective,전염성의; 전염되기 쉬운,인펙셔스,The study tracked how infectious diseases spread through urban networks.,그 연구는 전염성 질병이 도시 네트워크를 통해 어떻게 확산되는지 추적했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7742,motivated,adjective,의욕적인; 동기 부여된,모티베이티드,Our team stays motivated by setting clear weekly goals.,우리 팀은 명확한 주간 목표를 세워 의욕을 유지한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7743,prevents,verb,막다; 방지하다,프리벤츠,Input validation prevents malformed data from reaching the database.,입력 검증은 잘못된 형식의 데이터가 데이터베이스에 도달하는 것을 방지한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7744,outward,adverb,바깥쪽으로; 겉으로,아웃워드,The force pushes the particles outward from the center.,그 힘은 입자들을 중심에서 바깥쪽으로 밀어낸다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7745,efficiently,adverb,효율적으로,이피션틀리,The new caching layer handles requests far more efficiently.,새로운 캐싱 계층은 요청을 훨씬 더 효율적으로 처리한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7746,instability,noun,불안정; 불안정성,인스터빌리티,Training instability often arises from an excessively high learning rate.,학습 불안정성은 종종 지나치게 높은 학습률에서 발생한다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7747,constructing,verb,구축하다; 건설하다,컨스트럭팅,We are constructing a benchmark dataset for evaluating summarization models.,우리는 요약 모델 평가를 위한 벤치마크 데이터셋을 구축하고 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7748,cole,noun,콜 (영어권 남자 이름),콜,Cole presented the quarterly results at this morning's meeting.,콜은 오늘 아침 회의에서 분기 실적을 발표했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7749,decisive,adjective,결정적인; 단호한,디사이시브,Her decisive action prevented the outage from spreading further.,그녀의 단호한 조치가 장애가 더 확산되는 것을 막았다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7750,concurrent,adjective,동시의; 병행하는,컨커런트,The server handles thousands of concurrent connections without blocking.,그 서버는 수천 개의 동시 연결을 블로킹 없이 처리한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7751,unpaid,adjective,무급의; 미지급된,언페이드,She took three months of unpaid leave to finish her dissertation.,그녀는 논문을 마치기 위해 3개월의 무급 휴가를 냈다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7752,preface,noun,서문; 머리말,프레피스,The author explains her methodology in the preface of the book.,저자는 책의 서문에서 자신의 방법론을 설명한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7753,gazette,noun,관보; 공보,거제트,The new regulation was published in the official gazette last week.,새 규정은 지난주 관보에 게재되었다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7754,interventions,noun,개입; 중재,인터벤션스,Early interventions significantly improved patient outcomes in the trial.,임상시험에서 조기 개입이 환자 결과를 크게 개선했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7755,requesting,verb,요청하다,리퀘스팅,The client is requesting additional documentation for the API endpoints.,고객이 API 엔드포인트에 대한 추가 문서를 요청하고 있다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7756,crushed,verb,으깨다; 눌러 부수다,크러시트,The recycling machine crushed the aluminum cans into compact blocks.,재활용 기계가 알루미늄 캔을 작은 블록으로 눌러 부수었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7757,rebellion,noun,반란; 반항,리벨리언,The rebellion against the colonial government lasted nearly a decade.,식민 정부에 대한 반란은 거의 10년간 지속되었다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7758,sanctions,noun,제재,생크션스,Economic sanctions were imposed on the country after the invasion.,침공 이후 그 나라에 경제 제재가 부과되었다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7759,labels,noun,레이블; 라벨,레이블스,The training set contains noisy labels that hurt model accuracy.,학습 데이터셋에는 모델 정확도를 해치는 노이즈 섞인 레이블이 포함되어 있다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7760,democrats,noun,민주당원; 민주주의자,데머크래츠,The Democrats proposed a new bill on data privacy.,민주당 의원들은 데이터 프라이버시에 관한 새 법안을 발의했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7761,indictment,noun,기소; 기소장,인다이트먼트,The grand jury returned an indictment against the former executive.,대배심은 전직 임원에 대한 기소를 결정했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7762,floors,noun,바닥; 층,플로어스,The office occupies the top two floors of the building.,그 사무실은 건물의 맨 위 두 층을 사용한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7763,terminals,noun,터미널; 단말기,터미널스,Developers often keep multiple terminals open while debugging servers.,개발자들은 서버를 디버깅할 때 종종 여러 개의 터미널을 열어 둔다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7764,taxpayers,noun,납세자,택스페이어스,The audit revealed how taxpayers' money was being spent.,감사 결과 납세자들의 돈이 어떻게 쓰이고 있는지 드러났다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7765,aided,verb,돕다; 지원하다,에이디드,Satellite imagery aided the researchers in mapping deforestation patterns.,위성 영상은 연구자들이 산림 벌채 패턴을 지도화하는 데 도움을 주었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7766,rods,noun,막대; 막대기,라즈,The fuel rods must be replaced every few years.,연료봉은 몇 년마다 교체해야 한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7767,angels,noun,천사,에인절스,Renaissance painters often depicted angels with golden halos.,르네상스 화가들은 종종 금빛 후광을 가진 천사를 그렸다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7768,deaf,adjective,청각 장애가 있는; 귀먹은,데프,The app provides real-time captions for deaf users.,그 앱은 청각 장애가 있는 사용자를 위해 실시간 자막을 제공한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7769,mortgages,noun,주택 담보 대출; 모기지,모기지스,Rising interest rates made mortgages far more expensive this year.,금리 인상으로 올해 주택 담보 대출 비용이 훨씬 커졌다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7770,nationalism,noun,민족주의; 국수주의,내셔널리즘,The paper examines how nationalism shaped twentieth-century trade policy.,이 논문은 민족주의가 20세기 무역 정책을 어떻게 형성했는지 고찰한다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7771,heirs,noun,상속인; 후계자,에어스,The estate was divided equally among the three heirs.,유산은 세 명의 상속인에게 균등하게 분배되었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7772,slender,adjective,날씬한; 가느다란,슬렌더,The bridge is supported by slender steel columns.,그 다리는 가느다란 강철 기둥들로 지지된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7773,coated,adjective,코팅된; 막이 입혀진,코티드,The lens is coated with an anti-reflective layer.,그 렌즈는 반사 방지막으로 코팅되어 있다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7774,verification,noun,검증; 확인,베리피케이션,Formal verification proves that the algorithm meets its specification.,정형 검증은 알고리즘이 명세를 충족함을 증명한다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7775,sixteenth,adjective,열여섯 번째의,식스틴스,The conference will celebrate its sixteenth year this fall.,그 학회는 올가을 16주년을 맞이한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7776,conflicting,adjective,상충하는; 모순되는,컨플릭팅,The two studies reported conflicting results on the same dataset.,두 연구는 같은 데이터셋에 대해 상충하는 결과를 보고했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7777,specialty,noun,전문 분야; 특기,스페셜티,Her specialty is reinforcement learning for robotic control.,그녀의 전문 분야는 로봇 제어를 위한 강화 학습이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7778,throwing,verb,던지다,스로잉,The function keeps throwing an exception when the input is empty.,입력이 비어 있을 때 그 함수는 계속 예외를 던진다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7779,appliances,noun,가전제품,어플라이언시스,Smart appliances can be controlled remotely through a mobile app.,스마트 가전제품은 모바일 앱으로 원격 제어할 수 있다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7780,ether,noun,에테르; 에터 (화학 용매),이더,The chemist used ether as a solvent in the extraction.,그 화학자는 추출 과정에서 에테르를 용매로 사용했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7781,acquiring,verb,획득하다; 인수하다,어콰이어링,The company is acquiring a smaller startup to expand its AI team.,그 회사는 AI 팀을 확장하기 위해 소규모 스타트업을 인수하고 있다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7782,wounds,noun,상처; 부상,운즈,The nurse cleaned the patient's wounds before applying bandages.,간호사는 붕대를 감기 전에 환자의 상처를 소독했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7783,qualification,noun,자격; 자격 요건,퀄리피케이션,A PhD is not a strict qualification for this research position.,박사 학위는 이 연구직의 필수 자격 요건은 아니다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7784,mailing,noun,우편 발송; 발송물,메일링,Please add the new subscribers to the monthly mailing list.,새 구독자들을 월간 메일링 리스트에 추가해 주세요.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7785,wavelength,noun,파장,웨이브렝스,The sensor detects light at a specific wavelength.,그 센서는 특정 파장의 빛을 감지한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7786,recruitment,noun,채용; 모집,리크루트먼트,The lab's recruitment process includes a technical interview and a talk.,그 연구실의 채용 과정에는 기술 면접과 발표가 포함된다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7787,conquest,noun,정복,컨퀘스트,The book traces the Spanish conquest of the Americas.,그 책은 스페인의 아메리카 대륙 정복 과정을 추적한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7788,presumption,noun,추정; 가정,프리점프션,The legal system operates on the presumption of innocence.,법 체계는 무죄 추정의 원칙에 따라 운영된다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7789,derivative,noun,도함수; 파생물; 파생 상품,디리버티브,The gradient is computed as the derivative of the loss function.,기울기는 손실 함수의 도함수로 계산된다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7790,miners,noun,광부; 채굴자,마이너즈,The miners went on strike over unsafe working conditions.,광부들은 안전하지 않은 작업 환경에 항의해 파업에 들어갔다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7791,reproductive,adjective,생식의; 번식의,리프러덕티브,The study examined environmental effects on reproductive health.,그 연구는 생식 건강에 미치는 환경적 영향을 조사했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7792,instrumental,adjective,중요한 역할을 하는; 기악의,인스트러멘털,She was instrumental in securing funding for the new lab.,그녀는 새 연구실의 자금 확보에 결정적인 역할을 했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
